2016-09-15 17:11:33.9788	IDEAL PATH Gaze Factor	-0.0228984735114275	=	0.0228984735114275	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:46.9150
2016-09-15 17:11:33.9788	IDEAL PATH Gaze Factor	-0.0265992369072137	=	0.0265992369072137	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:47.1470
2016-09-15 17:11:33.9788	IDEAL PATH Gaze Factor	-0.0268305346194504	=	0.0268305346194504	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:47.2810
2016-09-15 17:11:33.9788	IDEAL PATH Gaze Factor	-0.0231297712236641	=	0.0231297712236641	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:47.4470
2016-09-15 17:11:33.9788	IDEAL PATH Gaze Factor	-0.0263679391949771	=	0.0263679391949771	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:47.7140
2016-09-15 17:11:33.9788	IDEAL PATH Gaze Factor	-0.0231297712236641	=	0.0231297712236641	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:47.8470
2016-09-15 17:11:33.9788	IDEAL PATH Gaze Factor	-0.0342320614110229	=	0.0342320614110229	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:47.9820
2016-09-15 17:11:33.9788	IDEAL PATH Gaze Factor	-0.0349259545477328	=	0.0349259545477328	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:48.2290
2016-09-15 17:11:33.9788	IDEAL PATH Gaze Factor	-0.0578244280591603	=	0.0578244280591603	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:48.4630
2016-09-15 17:11:33.9788	IDEAL PATH Gaze Factor	-0.0233610689359008	=	0.0233610689359008	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:48.7290
2016-09-15 17:11:33.9788	IDEAL PATH Gaze Factor	-0.0305312980152366	=	0.0305312980152366	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:49.0620
2016-09-15 17:11:33.9788	IDEAL PATH Gaze Factor	-0.0228984735114275	=	0.0228984735114275	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:49.2460
2016-09-15 17:11:33.9788	IDEAL PATH Gaze Factor	-0.027061832331687	=	0.027061832331687	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:49.4950
2016-09-15 17:11:33.9788	IDEAL PATH Gaze Factor	-0.0430213744760153	=	0.0430213744760153	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:50.1440
2016-09-15 17:11:33.9788	IDEAL PATH Gaze Factor	-0.0228984735114275	=	0.0228984735114275	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:50.3620
2016-09-15 17:11:33.9788	IDEAL PATH Gaze Factor	-0.0615251914549466	=	0.0615251914549466	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:50.5280
2016-09-15 17:11:33.9788	IDEAL PATH Gaze Factor	-0.042558779051542	=	0.042558779051542	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:50.8110
2016-09-15 17:11:33.9788	IDEAL PATH Gaze Factor	-0.0349259545477328	=	0.0349259545477328	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:51.0600
2016-09-15 17:11:33.9788	IDEAL PATH Gaze Factor	-0.0501916035553511	=	0.0501916035553511	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:51.2270
2016-09-15 17:11:33.9788	IDEAL PATH Gaze Factor	-0.0462595424473282	=	0.0462595424473282	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:51.6110
2016-09-15 17:11:33.9788	IDEAL PATH Gaze Factor	-0.0226671757991908	=	0.0226671757991908	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:51.8620
2016-09-15 17:11:33.9788	IDEAL PATH Gaze Factor	-0.0423274813393053	=	0.0423274813393053	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:51.9940
2016-09-15 17:11:33.9788	IDEAL PATH Gaze Factor	-0.0228984735114275	=	0.0228984735114275	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:52.3610
2016-09-15 17:11:33.9788	IDEAL PATH Gaze Factor	-0.0268305346194504	=	0.0268305346194504	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:52.6600
2016-09-15 17:11:33.9788	IDEAL PATH Gaze Factor	-0.0423274813393053	=	0.0423274813393053	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:52.8270
2016-09-15 17:11:33.9788	IDEAL PATH Gaze Factor	-0.0386267179435191	=	0.0386267179435191	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:53.0420
2016-09-15 17:11:33.9788	IDEAL PATH Gaze Factor	-0.0344633591232595	=	0.0344633591232595	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:53.2430
2016-09-15 17:11:33.9788	IDEAL PATH Gaze Factor	-0.0538923669511374	=	0.0538923669511374	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:53.4430
2016-09-15 17:11:33.9788	IDEAL PATH Gaze Factor	-0.030300000303	=	0.030300000303	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:53.7270
2016-09-15 17:11:33.9788	IDEAL PATH Gaze Factor	-0.0268305346194504	=	0.0268305346194504	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:53.9420
2016-09-15 17:11:33.9788	IDEAL PATH Gaze Factor	-0.0460282447350916	=	0.0460282447350916	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:54.1750
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0312179697848902	=	0.0312179697848902	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:54.4240
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0342241446530648	=	0.0342241446530648	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:54.6420
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0386177848450123	=	0.0386177848450123	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:54.8410
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0455551114638767	=	0.0455551114638767	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:55.0780
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0696045104092736	=	0.0696045104092736	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:55.3070
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0381552964037546	=	0.0381552964037546	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:55.7270
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0383865406243834	=	0.0383865406243834	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:55.9090
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0423176923750733	=	0.0423176923750733	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:56.1080
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0462488441257632	=	0.0462488441257632	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:56.3070
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0420864481544445	=	0.0420864481544445	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:56.5430
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0460175999051344	=	0.0460175999051344	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:56.7410
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0270555738135715	=	0.0270555738135715	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:57.1080
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0309867255642613	=	0.0309867255642613	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:57.2390
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.100128747532277	=	0.100128747532277	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:57.4750
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0233556662835104	=	0.0233556662835104	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:57.9230
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0696045104092736	=	0.0696045104092736	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:58.0390
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0460175999051344	=	0.0460175999051344	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:58.3740
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0268243295929427	=	0.0268243295929427	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:58.8070
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0349178773149512	=	0.0349178773149512	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:59.0070
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0312179697848902	=	0.0312179697848902	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:59.1890
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0390802732862699	=	0.0390802732862699	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:59.3550
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0733044179393347	=	0.0733044179393347	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:59.5560
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0654421144379549	=	0.0654421144379549	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:10:59.9050
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0654421144379549	=	0.0654421144379549	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:00.2550
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0228931778422528	=	0.0228931778422528	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:00.6550
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0499487516558242	=	0.0499487516558242	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:00.8550
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.022661933621624	=	0.022661933621624	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:01.1070
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0494862632145666	=	0.0494862632145666	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:01.8380
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0425489365957021	=	0.0425489365957021	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:02.0690
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.03514912153558	=	0.03514912153558	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:02.2840
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0231244220628816	=	0.0231244220628816	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:02.4530
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0268243295929427	=	0.0268243295929427	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:02.5850
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0379240521831258	=	0.0379240521831258	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:02.9380
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0379240521831258	=	0.0379240521831258	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:03.1380
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0462488441257632	=	0.0462488441257632	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:03.3200
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0305242371230037	=	0.0305242371230037	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:03.6530
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0425489365957021	=	0.0425489365957021	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:03.8340
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0228931778422528	=	0.0228931778422528	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:04.0360
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0381552964037546	=	0.0381552964037546	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:04.1690
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0425489365957021	=	0.0425489365957021	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:04.3680
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0427801808163309	=	0.0427801808163309	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:04.8010
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.022661933621624	=	0.022661933621624	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:05.0860
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0425489365957021	=	0.0425489365957021	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:05.3170
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0272868180342003	=	0.0272868180342003	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:05.9010
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.03514912153558	=	0.03514912153558	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:06.4680
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0349178773149512	=	0.0349178773149512	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:07.4330
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.026361841151685	=	0.026361841151685	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:07.6340
2016-09-15 17:11:33.9798	IDEAL PATH Gaze Factor	-0.0460175999051344	=	0.0460175999051344	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:07.8650
2016-09-15 17:11:33.9808	IDEAL PATH Gaze Factor	-0.0231244220628816	=	0.0231244220628816	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:08.1330
2016-09-15 17:11:33.9808	IDEAL PATH Gaze Factor	-0.0268181274358113	=	0.0268181274358113	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:08.3670
2016-09-15 17:11:33.9808	IDEAL PATH Gaze Factor	-0.0228878846219424	=	0.0228878846219424	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:08.6000
2016-09-15 17:11:33.9808	IDEAL PATH Gaze Factor	-0.0270493181895683	=	0.0270493181895683	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:08.8990
2016-09-15 17:11:33.9808	IDEAL PATH Gaze Factor	-0.0307483702496802	=	0.0307483702496802	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:09.0490
2016-09-15 17:11:33.9808	IDEAL PATH Gaze Factor	-0.0233502661294564	=	0.0233502661294564	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:09.6160
2016-09-15 17:11:33.9808	IDEAL PATH Gaze Factor	-0.0305171794959232	=	0.0305171794959232	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:09.9660
2016-09-15 17:11:33.9808	IDEAL PATH Gaze Factor	-0.0233502661294564	=	0.0233502661294564	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:10.3640
2016-09-15 17:11:33.9808	IDEAL PATH Gaze Factor	-0.0231190753756994	=	0.0231190753756994	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:11.7460
2016-09-15 17:11:33.9808	IDEAL PATH Gaze Factor	-0.0233502661294564	=	0.0233502661294564	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:12.0300
2016-09-15 17:11:33.9808	IDEAL PATH Gaze Factor	-0.0231190753756994	=	0.0231190753756994	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:14.4280
2016-09-15 17:11:33.9808	IDEAL PATH Gaze Factor	-0.0425390986912869	=	0.0425390986912869	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:14.9950
2016-09-15 17:11:33.9808	IDEAL PATH Gaze Factor	-0.0460069599976419	=	0.0460069599976419	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:15.2440
2016-09-15 17:11:33.9808	IDEAL PATH Gaze Factor	-0.0268181274358113	=	0.0268181274358113	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:15.6620
2016-09-15 17:11:33.9808	IDEAL PATH Gaze Factor	-0.0228878846219424	=	0.0228878846219424	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:15.9280
2016-09-15 17:11:33.9808	IDEAL PATH Gaze Factor	-0.0312107517571942	=	0.0312107517571942	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:16.4250
2016-09-15 17:11:33.9808	IDEAL PATH Gaze Factor	-0.0344474223097921	=	0.0344474223097921	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:17.8770
2016-09-15 17:11:33.9808	IDEAL PATH Gaze Factor	-0.0233502661294564	=	0.0233502661294564	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:19.0580
2016-09-15 17:11:33.9808	IDEAL PATH Gaze Factor	-0.0233502661294564	=	0.0233502661294564	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:19.4080
2016-09-15 17:11:33.9808	IDEAL PATH Gaze Factor	-0.0268181274358113	=	0.0268181274358113	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:20.0760
2016-09-15 17:11:33.9808	IDEAL PATH Gaze Factor	-0.0300547979884093	=	0.0300547979884093	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:20.3280
2016-09-15 17:11:33.9808	IDEAL PATH Gaze Factor	-0.0307483702496802	=	0.0307483702496802	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:20.4910
2016-09-15 17:11:33.9808	IDEAL PATH Gaze Factor	-0.0880836771814148	=	0.0880836771814148	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:20.6430
2016-09-15 17:11:33.9808	IDEAL PATH Gaze Factor	-0.0351409945710631	=	0.0351409945710631	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:21.1570
2016-09-15 17:11:33.9808	IDEAL PATH Gaze Factor	-0.0614967404993605	=	0.0614967404993605	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:21.3580
2016-09-15 17:11:33.9808	IDEAL PATH Gaze Factor	-0.0233502661294564	=	0.0233502661294564	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:21.6400
2016-09-15 17:11:33.9808	IDEAL PATH Gaze Factor	-0.0305171794959232	=	0.0305171794959232	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:21.7590
2016-09-15 17:11:33.9808	IDEAL PATH Gaze Factor	-0.0693572261270983	=	0.0693572261270983	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:21.9740
2016-09-15 17:11:33.9808	IDEAL PATH Gaze Factor	-0.0885460586889288	=	0.0885460586889288	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:22.2900
2016-09-15 17:11:33.9818	IDEAL PATH Gaze Factor	-0.0305101251317309	=	0.0305101251317309	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:22.7070
2016-09-15 17:11:33.9818	IDEAL PATH Gaze Factor	-0.0302789878201269	=	0.0302789878201269	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/OutOfGameWindow)	2016-09-15 15:11:22.8730
2016-09-15 17:11:33.9818	IDEAL PATH Gaze Factor	-0.0076899070567628	=	0.0233448684720062	*	-0.329404599815333	(none)	2016-09-15 15:11:23.0570
2016-09-15 17:11:33.9818	IDEAL PATH Gaze Factor	-0.000669133868866799	=	0.0235760057836103	*	-0.0283819861179357	(none)	2016-09-15 15:11:23.2880
2016-09-15 17:11:33.9818	IDEAL PATH Gaze Factor	-0.00031679489618358	=	0.0272742027692746	*	-0.0116151844606971	(none)	2016-09-15 15:11:23.6550
2016-09-15 17:11:33.9818	IDEAL PATH Gaze Factor	-0.00296424195305321	=	0.0268119281460666	*	-0.110556836379113	(none)	2016-09-15 15:11:24.1230
2016-09-15 17:11:33.9818	IDEAL PATH Gaze Factor	-0.00226265578087232	=	0.0429915399583481	*	-0.0526302566287336	(none)	2016-09-15 15:11:24.9530
2016-09-15 17:11:33.9818	IDEAL PATH Gaze Factor	0.00161273977018784	=	0.0302789878201269	*	0.053262671122574	(none)	2016-09-15 15:11:25.2400
2016-09-15 17:11:33.9818	IDEAL PATH Gaze Factor	0.00328722468239882	=	0.0231137311604022	*	0.142219560294549	(none)	2016-09-15 15:11:25.4710
